name,prediction,confidence,critic_score,critic_grade,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,key_concern,would_rerun_help
randy nelson,same,high,10,QUESTIONABLE,pass,pass,fail,weak,pass,pass,weak,fail,fail,fail,"The reasoning contains major timeline contradictions that suggest the sources may refer to different Randy Nelsons or that the research was sloppy. Claims of 15 years at Norfolk don't match the 2001-2006 position dates, and the overlapping dates for SCC and La Crosse positions create an impossible career trajectory.",True
raymond boccuti,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall but has a minor gap: it mentions Spring Lake School District (2015-???) as an intermediate position but doesn't provide evidence URL for this connection, which is important for establishing the complete career trajectory between the two target positions.",False
raymond gualtieri,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant. The reasoning is solid with multiple independent, high-quality sources explicitly confirming the superintendent's move between districts.",False
rebecca rodocker,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-supported disambiguation with strong Tier 1 evidence from two independent sources.,False
renee schuster,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - the reasoning appears sound and well-supported,False
richard basden,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong but could benefit from more explicit documentation of the search process. The evidence appears solid but the URLs should be verified to ensure they actually contain the claimed information.,False
richard brockel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The main weakness is the lack of explicit search phase documentation, but this is minor. The evidence is strong and the conclusion well-supported.",False
richard brockel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - reasoning appears sound and well-supported,False
richard brockel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The 7-year gap between positions (2012-2019) could have been better addressed with more explicit archive searching to verify continuous career trajectory, though the overall evidence is strong.",False
richard brockel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The 11-year gap between positions (2012-2023) creates some uncertainty about career continuity, though the NJ.com article helps bridge this gap by explicitly mentioning Greenwood Lake experience.",False
richard noonan,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,This is a well-documented case with strong evidence. The reasoning correctly identifies a clear career trajectory across multiple independent sources.,False
richard page,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,weak,pass,pass,"Timeline inconsistency between original position data (2011-2014, 2016-2018) and evidence suggesting 2012-2020 tenure needs resolution.",False
richard peters,same,high,9,SUSPECT,pass,pass,weak,fail,fail,pass,pass,fail,fail,fail,"The reasoning contains a critical timeline contradiction. The CNN transcript and news sources from October 2007 show Richard Peters as superintendent of Crandon School District in Wisconsin, but this directly conflicts with the Illinois position for 2007-2008. The evidence actually suggests these are TWO DIFFERENT people named Richard Peters, not the same person moving between districts.",True
richard weigel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong but lacks explicit documentation of the 4-phase search strategy, which would strengthen the audit trail.",False
robert bray,same,high,5,SUSPECT,pass,weak,weak,fail,fail,fail,weak,fail,fail,fail,"The reasoning fails to verify the full name at both districts (Robert J. Bray vs Robert Bray) and contains a major timeline contradiction (2011 vs 2020 resignation date), making the 'same person' conclusion unsupported.",True
robert bruner,same,high,9,SUSPECT,pass,pass,weak,fail,weak,fail,pass,fail,fail,weak,"The reasoning overstates the evidence strength - the auditor report only shows ""Bruner"" without first name verification, and the obituary is misclassified as Tier 1 when it's Tier 2. This creates a false sense of certainty about matching the same person.",True
robert bruner,same,high,16,PLAUSIBLE,pass,pass,weak,pass,weak,weak,pass,pass,weak,pass,"Overconfidence based on single source - high confidence requires 2+ Tier 1-2 independent sources, but reasoning relies only on one obituary.",True
robert casteel,same,high,9,SUSPECT,pass,pass,weak,pass,fail,fail,weak,weak,fail,fail,The reasoning makes a critical logical leap by assuming that sequential career timelines automatically prove identity. There's no concrete evidence connecting the Missouri superintendent to the Arkansas superintendent or to the Oregon obituary - just timeline plausibility. The confidence level is significantly overstated given the limited corroborating evidence.,True
robert copeland,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,weak,pass,pass,Timeline discrepancy between position dates (2011-2013 for Piscataway) and evidence showing departure in 2012. This inconsistency is not addressed in the reasoning.,False
robert copeland,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - this appears to be a well-documented case with strong evidence.,False
robert green,same,high,19,CONFIRMED,pass,weak,pass,pass,pass,pass,pass,pass,pass,pass,"The primary concern is that ""Robert Green"" is a moderately common name, and while the evidence appears strong, the reasoning doesn't explicitly address the name commonality risk or demonstrate additional verification steps that would be prudent for a name that could have multiple educational professionals.",False
robert hunt,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This is a well-documented case with strong corroborating evidence.,False
robert malito,same,high,17,PLAUSIBLE,pass,pass,weak,weak,pass,pass,pass,pass,weak,pass,"The reasoning contains a classification error where Tier 1 evidence (hiring announcement and explicit career connection) is misclassified as Tier 2, suggesting incomplete understanding of the evidence tier system despite having strong evidence.",False
robert morelan,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,"The LinkedIn URL provided is just a directory page rather than a specific profile, which weakens the supporting evidence slightly.",False
robert neu,same,high,19,CONFIRMED,pass,pass,pass,weak,pass,pass,pass,pass,pass,pass,"Minor overstatement in evidence tier classification - reasoning claims 'Tier 1 standards' when only one source (Oakland Press) is clearly Tier 1, while others are Tier 2-3. However, this does not materially affect the conclusion which is well-supported.",False
robert reed,same,high,12,QUESTIONABLE,pass,pass,weak,weak,weak,fail,pass,pass,fail,weak,"The confidence is significantly overcalibrated for the evidence quality. While multiple sources are cited, most are Tier 2-3 evidence, and there's no explicit full-name verification at both districts. The 10-year gap between positions (2004 to 2014) is not adequately explained, and the MSSL degree alone doesn't conclusively bridge this gap.",True
robert winter,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. The reasoning is exceptionally strong with definitive Tier 1 evidence directly stating the career transition between districts.,False
robert young,same,high,9,SUSPECT,pass,fail,fail,pass,pass,fail,pass,weak,fail,fail,"The evidence shows 'Dr. Robert C. Young, Jr.' at Geneva but claims 'Robert Young' at Ellis without verifying the middle initial and suffix match. For such a common name, this is a critical verification gap that makes the high confidence prediction unreliable.",True
rodney green,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The main weakness is lack of explicit documentation of the systematic 4-phase search process, though the final evidence gathered appears strong and appropriate.",False
ron wilson,same,high,7,SUSPECT,pass,fail,weak,weak,fail,weak,pass,fail,fail,fail,"The reasoning contains fundamental contradictions about Ron Wilson's career path. The Kansas Legislature testimony states he was superintendent in Herington, KS before Hays - not Perryville, AR. The retirement date (2016) doesn't match the position record (2007-2014). For a common name like Ron Wilson, these contradictions make the 'same' prediction highly unreliable.",True
ronald heilmann,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The search strategy completeness could be improved by explicitly documenting the 4-phase approach, but this appears to be a methodological issue rather than an evidence problem. The actual evidence found is strong and convincing.",False
ronald miller,same,high,6,SUSPECT,pass,fail,weak,fail,fail,weak,pass,fail,fail,fail,"The reasoning contains a fatal timeline contradiction: Crystal Lake (2002-2009) and Plainview ISD (2002-2013) overlapped for 7 years, making it impossible for one person to hold both superintendent positions simultaneously. The disambiguator misread this as a sequential career progression when the evidence shows parallel careers.",True
rosa atkins,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, well-corroborated evidence from multiple independent sources.",False
roy montesano,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is an exemplary disambiguation with strong multi-source evidence and proper reasoning.,False
roy montesano,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The main weakness is lack of explicit documentation of the systematic 4-phase search strategy and incomplete full name verification details. While the evidence appears strong, the methodology transparency could be improved.",False
roy rakszawski,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is an exceptionally well-documented case with multiple Tier 1 sources directly confirming the superintendent's career transition.,False
rustin clark,same,high,15,PLAUSIBLE,pass,pass,weak,weak,weak,pass,pass,pass,fail,pass,Confidence is too high given evidence quality - mostly Tier 3 sources with only one Tier 1 (LinkedIn),True
ryan cunningham,same,high,6,SUSPECT,pass,fail,weak,weak,fail,fail,pass,fail,fail,fail,"The reasoning makes a critical logical leap - assuming that because a Ryan Cunningham left Michigan and a Ryan Cunningham appeared in Kansas with plausible timing, they must be the same person. There's no direct evidence connecting these two positions to the same individual.",True
samuel depaul,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - the reasoning is strong and well-supported by multiple independent Tier 1 sources documenting the career transition.,False
samuel king,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall but lacks explicit documentation of the search methodology phases. While the evidence is compelling, the audit trail showing how systematically the search was conducted is incomplete.",False
samuel light,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,pass,weak,weak,pass,Timeline discrepancy between Position 2 start date (2015) and documented tenure (2017-2024) creates uncertainty about the 2015-2017 period.,False
scott bailey,same,high,7,SUSPECT,pass,weak,fail,fail,fail,pass,pass,fail,fail,fail,The reasoning contains an impossible timeline contradiction - Scott Bailey cannot have retired from Desert Sands in June 2022 while simultaneously starting at River Valley in August 2021. The evidence doesn't actually connect the same person to both districts.,True
scott springston,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-documented case with strong evidence,False
scott spurgeon,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-supported disambiguation with multiple independent Tier 1 sources explicitly connecting both positions to the same person.,False
shane gordon,same,high,12,QUESTIONABLE,pass,weak,weak,pass,weak,weak,pass,weak,fail,weak,"The 2017-2018 timeline gap with no transition evidence - left Arkansas in 2017 but Illinois records start in 2019, with no direct evidence showing the same person moved between states.",True
sharon contreras,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, corroborated evidence from multiple Tier 1 sources.",False
sharon weir,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,Minor concern about search strategy documentation - unclear if all phases were systematically attempted before finding the strong evidence.,False
shawn wightman,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall but doesn't explicitly document the 4-phase search strategy, making it unclear if all phases were properly attempted or short-circuited.",False
sheila perry,same,high,8,SUSPECT,pass,weak,pass,fail,fail,weak,pass,fail,fail,fail,"The conclusion relies heavily on a husband's personal website claim about his wife's career progression, without independent verification that Sheila Perry was actually superintendent at Bloomfield R-XIV during 2003-2008. No hiring announcements, board minutes, or official sources confirm this role.",True
sherri edmundson,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is solid but lacks documentation of the systematic search process - unclear whether all search phases were attempted or if this was found through opportunistic searching.,False
sherry mcmasters,same,high,12,QUESTIONABLE,pass,pass,weak,pass,fail,fail,pass,weak,fail,pass,"High confidence is overcalibrated for the evidence level. Only one Tier 1 source (Cedar Ridge announcement) confirms the connection between districts, and full name was not verified at Couch R-I School District. The STL Today graphic only shows last name match, not first name. For 'high confidence,' two or more Tier 1-2 independent sources are required, but here we have only one Tier 1 source plus supporting documents that don't independently verify the connection.",True
stanley stratton,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and reasoning.,False
stanton lawrence,same,high,7,SUSPECT,pass,pass,fail,weak,weak,fail,weak,fail,fail,fail,"The reasoning asserts strong evidence and multiple sources without demonstrating the actual connections. Full name verification at both districts is missing, timeline gap is unexplained, and confidence is grossly overestimated for the evidence shown.",True
stephen daeschner,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, though the quality of evidence found suggests it was thorough.",False
stephen murley,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-documented case with multiple independent sources explicitly confirming the same person served at both districts.,False
stephen price,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,Timeline discrepancy between position record (2005-2007) and evidence showing 7-year tenure ending 2010 - suggests position dates may be incomplete/incorrect,True
steve wilmoth,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant. The Coastal Courier article provides exceptionally strong evidence explicitly connecting both positions, making this one of the clearest cases possible.",False
steven skalka,same,high,18,CONFIRMED,pass,pass,weak,weak,pass,pass,pass,pass,pass,pass,None significant. The reasoning is sound and well-supported by multiple Tier 1 sources. Minor weaknesses in explicit documentation of search phases and evidence tier classification do not undermine the conclusion.,False
stewart weinberg,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None identified - this appears to be an exemplary disambiguation with strong, definitive evidence.",False
tawana grover,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with multiple definitive sources and proper evidence tiering.,False
teresa ragsdale,same,high,9,SUSPECT,pass,pass,weak,fail,fail,weak,pass,weak,fail,fail,"The reasoning relies heavily on a Facebook profile as the primary connecting evidence between the two positions, treating social media as a Tier 1-2 professional source when it should not be. This creates a false sense of confidence in the ""same"" prediction.",True
teresa russell,same,high,7,SUSPECT,pass,pass,weak,fail,fail,fail,weak,weak,fail,fail,"The reasoning incorrectly classifies evidence tiers and overstates confidence - district websites are Tier 3 evidence, not Tier 1, and there's no concrete proof that the same Teresa Russell worked at both districts.",True
terrence scandrett,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,Minor gap in full name verification at the first district - reasoning relies on last name match and nickname assumption without explicitly confirming 'Terrence' at Jefferson Co. R-VII.,False
terry barker,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found - this appears to be a well-executed disambiguation with strong multi-source evidence.,False
terry hamilton,same,high,6,SUSPECT,pass,weak,fail,weak,weak,fail,weak,fail,fail,fail,Timeline overlap contradiction - 2008 at North Pemiscot but 2009 at Poolville creates impossible career progression that wasn't addressed.,True
terry hazard,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,The reasoning is strong overall but has a minor gap in explicitly documenting the 4-phase search process and incomplete verification of the middle initial across both districts.,False
terry hemann,same,high,16,PLAUSIBLE,pass,pass,pass,pass,weak,weak,pass,weak,weak,pass,"Timeline discrepancy between sources - TheOrg.com profile shows Terry Hemann as superintendent at Mineral Point from 2006-2011 (5 years), but position being verified is only 2008-2010. This mismatch suggests either different person or same person but different role/period.",True
terry stevens,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The reasoning is solid overall but lacks explicit confirmation of full name verification at both districts, which is a minor gap in an otherwise strong case.",False
terry zink,same,high,6,SUSPECT,pass,pass,weak,fail,fail,weak,fail,fail,fail,fail,"The evidence sources contradict each other on critical timeline details. The COVID article from 2020 states Terry Zink was already superintendent at Coyle, while the hiring announcement supposedly from the same period claims he was just appointed. This fundamental contradiction undermines the entire conclusion.",True
theresa rouse,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,weak,pass,pass,weak,pass,"The reasoning lacks explicit full name verification at both districts and doesn't describe the systematic search strategy, which raises questions about whether the high confidence is properly calibrated despite the apparent strength of the sources.",True
thomas challender,same,high,15,PLAUSIBLE,pass,pass,weak,pass,weak,weak,pass,pass,weak,weak,"The reasoning relies entirely on Georgia sources for verification of a career move from Missouri to Georgia, without independent confirmation from Missouri district sources. All evidence comes from a single publication (Early County News), questioning true independence of sources.",True
thomas forcella,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is an exemplary disambiguation with strong evidence and proper reasoning.,False
thomas hagler,same,high,7,SUSPECT,pass,weak,fail,weak,weak,fail,weak,weak,fail,fail,"The reasoning claims definitive connection between two superintendent positions but fails to provide sufficient evidence that Dr. Thomas E. Hagler from Tyler ISD is the same person as the interim superintendent at Lanier County. The career progression through Lowndes County (FL) is asserted but not evidenced, and the sources may refer to different people with similar names.",True
thomas hagler,same,high,14,PLAUSIBLE,pass,pass,weak,weak,weak,pass,weak,pass,weak,weak,"The main concern is whether the newspaper sources actually confirm Thomas Hagler's specific superintendent tenures at both districts, or if they're reporting on related selection processes that don't definitively establish his positions.",True
thomas moore,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-documented career transition with strong corroborating evidence from multiple independent sources.,False
thomas parker,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The search strategy documentation could be more explicit about following the 4-phase methodology, but this is a minor concern given the strength of evidence found.",False
thomas smith,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning appears sound and well-supported. The only minor weakness is not explicitly documenting the 4-phase search strategy, but the evidence found suggests a thorough search was conducted.",False
tiffany anderson,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No concerns identified - this is an exemplary disambiguation with strong evidence and appropriate confidence.,False
timothy glover,same,high,6,SUSPECT,pass,pass,fail,weak,fail,fail,weak,fail,fail,fail,The reasoning fails to establish any connection between the 2012 Sweetwater Union High position and the 2018-2021 Tulia ISD position. The evidence only shows Texas career movement (Luling to Tulia) and introduces unrelated positions with timeline inconsistencies.,True
timothy rehm,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns identified - the reasoning is thorough, well-documented, and appropriately confident.",False
timothy rehm,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,weak,"Minor timeline discrepancy between the Cornwall position dates (2010-2012) and news sources claiming a 9-year tenure, though this doesn't undermine the core conclusion that it's the same person.",False
timothy ricker,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,weak,"The evidence confirms Timothy Ricker served at both districts, but sources also mention a superintendent role at Mehlville (2003-2006) that wasn't part of the original query. While this doesn't contradict the conclusion, it suggests incomplete verification of his full career path.",False
timothy shafer,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-documented case with explicit career path evidence.,False
tina bennett,same,high,17,PLAUSIBLE,pass,pass,pass,weak,pass,pass,weak,pass,weak,pass,"The confidence level may be slightly overstated given the mix of evidence tiers. While the San Diego Union-Tribune article provides strong confirmation of the CA position, some of the career timeline connections rely on current district bios (Tier 3 evidence) rather than independent archival sources that could definitively confirm the sequence of moves.",False
todd wilson,same,high,15,PLAUSIBLE,pass,weak,pass,pass,pass,pass,pass,weak,fail,weak,"The confidence is overcalibrated. The reasoning treats email address changes between districts as evidence of continuity (twilson@cisd-tx.net vs twilson@quintonschools.com), which is logically flawed - different districts naturally have different email domains. Additionally, the timeline overlap explanation is speculative rather than verified.",True
tom ward,same,high,7,SUSPECT,pass,weak,weak,fail,fail,fail,weak,weak,fail,weak,"The core issue is lack of verifiable evidence connecting Tom Ward at Iron County C-4 in 2003 to Dr. Thomas Ward at later positions. The career trajectory narrative fills a 9-year gap with speculation rather than documentation, and source quality is questionable.",True
toni jones,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, though the evidence quality suggests thorough searching was conducted.",False
toni jones,same,high,16,PLAUSIBLE,pass,pass,weak,pass,pass,pass,pass,pass,weak,fail,"The reasoning contains a significant career progression gap. The evidence shows Dr. Toni Jones served at Fairfield Public Schools from December 2016 to July 2019, but the reasoning treats this as a seamless progression from Falls Church directly to Greenwich, potentially misrepresenting her career timeline.",True
tony tipton,same,high,10,QUESTIONABLE,pass,pass,fail,weak,weak,fail,pass,pass,fail,fail,The reasoning fails to verify that 'Tony Tipton' at Yancey County Schools is the same person as 'Morrison Anthony Tipton' at Lumberton ISD. This is a critical gap - assuming 'Tony' is a nickname for 'Anthony' without confirming the full name at both districts.,True
tony watlington,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is a well-documented superintendent mobility case with strong corroborating evidence from multiple authoritative sources.,False
ugur demircan,same,high,6,SUSPECT,pass,weak,fail,fail,fail,weak,weak,weak,fail,fail,"The reasoning misclassifies a current district bio as Tier 1 evidence and draws high confidence conclusions from a single uncorroborated source, violating multiple verification requirements.",True
verna ruffin,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and proper reasoning.,False
vicki thomas,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,"The reasoning is strong overall but includes a non-specific search URL (govsalaries.com) as evidence rather than a specific document or article. The search strategy documentation is also incomplete, not explicitly showing the 4-phase process.",False
vickie cartwright,same,high,18,CONFIRMED,pass,pass,weak,weak,pass,pass,pass,pass,pass,pass,"Minor weakness in search strategy documentation and evidence tier classification, but overall solid case with strong corroborating evidence",False
victoria kniewel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with comprehensive evidence and proper reasoning.,False
walter calinger,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with multiple independent sources including a direct hiring announcement confirming the transition between districts.,False
walter key,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The main weakness is in documentation of the systematic search process. While the evidence found is strong, the reasoning doesn't clearly show that all 4 search phases were attempted or properly short-circuited, making it difficult to verify that a thorough search was conducted.",False
wayne burke,same,high,11,QUESTIONABLE,pass,pass,weak,weak,weak,pass,pass,fail,fail,fail,"The reasoning claims the timeline \""perfectly matches\"" but the Pleasant Hill announcement states Burke became superintendent in July 2023, while Position 2 is listed as 2024. Additionally, Position 1 shows Burke at Spring Hill in 2021, but the announcement says he became Deputy Superintendent for 2022-23. These timeline contradictions are ignored in the reasoning, and high confidence is asserted based on only a single source that doesn't fully align with the position dates.",True
wayne johnson,same,high,4,SUSPECT,pass,fail,weak,fail,fail,fail,weak,fail,fail,fail,"CRITICAL: The disambiguator failed to verify the FULL NAME (including middle initial) at BOTH districts for a VERY COMMON name. ""Wayne Johnson"" appears at Tigerton without the ""R"" middle initial shown at Clermont Northeastern. Without confirming ""Wayne R. Johnson"" at Tigerton, this could easily be two different people with the same common name. The high confidence prediction is completely unjustified given the evidence quality and name commonality.",True
william crowder,same,high,7,SUSPECT,pass,pass,weak,fail,fail,fail,weak,weak,fail,fail,The reasoning claims strong evidence and high confidence but primarily relies on documents from only one district (Hazen) while using circumstantial factors like geographic proximity and timeline alignment as supporting evidence. There's no clear verification of the same person at Cooter R-IV district.,True
william hall,same,high,18,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,weak,pass,"There's a 1-year discrepancy between the transition article (July 2017 start) and the Willow Springs position record (2018-2022). The reasoning doesn't address or explain this gap, which could indicate an error in the position data or missing information about what happened in 2017-2018.",True
william harbron,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,weak,pass,pass,pass,weak,Timeline inconsistency between the press release (showing Northern Ozaukee until 2011) and the position record (2008-2010) creates a minor evidentiary gap that should be resolved.,False
william lake,same,high,19,CONFIRMED,pass,pass,pass,weak,pass,pass,pass,pass,pass,pass,"Minor evidence tier classification error - obituary incorrectly labeled as Tier 1 instead of Tier 2, though this doesn't affect the conclusion's validity",False
william morgan,same,high,4,SUSPECT,pass,weak,fail,fail,fail,fail,weak,fail,fail,fail,"The evidence actually shows different positions - Bill Morgan was interim dean at Ann Arbor Learning, not superintendent, and left a principal position at Tool Elementary to become superintendent at Lefors ISD. No evidence confirms he was superintendent at Ann Arbor Learning.",True
william silver,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and proper reasoning.,False
william silver,same,high,9,SUSPECT,pass,pass,weak,fail,fail,pass,pass,fail,fail,fail,"The reasoning claims 'conclusive evidence' but has a critical logical gap: no source directly connects the Killingly position (2007-2011) to the Tri-Valley position (2021-2022). The conclusion relies on an inferred chain through intermediate positions (Liberty, Monticello) that may or may not be the same person. This is a classic case of circumstantial evidence being overstated as definitive.",True
william stitt,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,weak,"The reasoning is excellent overall, but there's a minor timeline discrepancy between the position dates (2011-2012 at Waldron) and the evidence showing William Stitt's tenure there was actually 2008-2013. This doesn't invalidate the 'same' conclusion but suggests the position dates may be incomplete or inaccurate.",False
william ward,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning lacks explicit documentation of the systematic 4-phase search strategy, though the evidence found appears comprehensive. More concerning is the lack of explicit LinkedIn career history verification showing the direct transition between districts, which would be the strongest Tier 1 evidence.",False
xavier de la torre,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,weak,pass,pass,pass,weak,"Timeline discrepancy between position dates (2010-2011 vs 2012-2014) is not resolved, and full name verification is missing at the first district.",True
youssef yomtoob,same,high,7,SUSPECT,pass,pass,weak,fail,fail,pass,fail,fail,fail,fail,"The Chicago Tribune evidence appears to be about the wrong person (URL shows 'dr-joe' not 'youssef-yomtoob'), and the 5-year retirement gap followed by brief 2-year tenure represents an unusual career pattern not adequately justified.",True
yvonne bullock,same,high,7,SUSPECT,pass,pass,fail,fail,fail,pass,weak,fail,fail,fail,The reasoning makes a critical logical error by treating the Indy STEAM Academy bio's vague statement that she served as 'a Superintendent in Illinois' as specific confirmation that she was the superintendent at Meridian CUSD 101. This is a massive inferential leap without proper verification.,True
